"Date","California","Texas","New York","Florida","Illinois","Pennsylvania","Ohio","Michigan","Georgia","North Carolina","New Jersey","Virginia","Washington","Massachusetts","Indiana","Arizona","Tennessee","Missouri","Maryland","Wisconsin","Minnesota","Colorado","Alabama","South Carolina","Louisiana","Kentucky","Oregon","Oklahoma","Connecticut","Iowa","Mississippi","Arkansas","Kansas","Utah","Nevada","New Mexico","West Virginia","Nebraska","Idaho","Hawaii","Maine","New Hampshire","Rhode Island","Montana","Delaware","South Dakota","Alaska","North Dakota","Vermont","District of Columbia","Wyoming"
"2001-11-01","259700","110500","168100","120600","147600","100700","108500","116700","130400","116000","199500","144300","178400","250100","103300","135900"," 90500","111900","157700","132700","154000","199000"," 91700","105600"," 89400"," 93900","152800"," 71300","180100"," 85100"," 68400"," 74800"," 97200","165100","155300","135300"," 61300"," 92700","123700","228200","130000","168000","166400","141000","137100"," 96100","183000",NA,"119600","176500","151000"
"2001-12-01","262400","110700","169800","121600","148700","101400","108900","117100","131100","116300","202000","145500","179300","252800","103500","136600"," 90700","112400","159100","133500","155400","199800"," 91800","105500"," 89100"," 94300","153300"," 71600","181600"," 85500"," 68500"," 74800"," 97600","165300","156600","135800"," 61400"," 93200","123700","229800","130900","169700","168800","141400","137800"," 96600","183900",NA,"120600","178800","151300"
"2002-01-01","265200","110900","171400","122700","149700","102000","109300","117700","131900","116700","204500","146700","180200","255400","103500","137300"," 90900","112900","160600","134400","156800","200600"," 92000","105400"," 89100"," 94800","154100"," 71800","183200"," 85900"," 68700"," 74900"," 98000","165500","157900","136500"," 61500"," 93700","123800","231600","131900","171300","171300","141700","138800"," 97200","184800",NA,"121600","181400","151700"
"2002-02-01","268000","111200","173100","123600","150700","102600","109700","118300","132600","117200","207000","148000","181000","257900","103600","138100"," 91000","113500","162100","135200","158300","201400"," 92200","105300"," 89300"," 95400","154900"," 72100","184900"," 86300"," 68800"," 74900"," 98300","165700","159100","137100"," 61500"," 94200","124000","233400","133000","172900","173700","142000","139900"," 97800","185600",NA,"122600","184000","152200"
"2002-03-01","270900","111400","174600","124600","151700","103200","110000","119000","133400","117600","209600","149200","181600","260500","103500","138700"," 91200","114100","163700","136000","159800","202300"," 92500","105300"," 89600"," 95900","155700"," 72400","186500"," 86900"," 68800"," 75000"," 98600","165800","160200","137800"," 61600"," 94700","124200","235100","134200","174600","176200","142200","140900"," 98100","186200",NA,"123700","186800","152600"
"2002-04-01","273900","111700","176200","125500","152700","103800","110300","119600","134100","118000","212300","150400","182000","263100","103400","139400"," 91300","114700","165300","136700","161200","203000"," 92700","105400"," 89900"," 96500","156300"," 72800","188100"," 87500"," 68900"," 75200"," 98700","165800","161100","138400"," 61700"," 95100","124500","237000","135400","176300","178700","142400","141900"," 98100","186900",NA,"124700","189700","152800"
"2002-05-01","277100","112000","177900","126400","153600","104400","110700","120200","134800","118300","215100","151700","182300","265700","103300","140000"," 91400","115300","167100","137400","162500","203700"," 93000","105600"," 90200"," 96900","156900"," 73200","189700"," 88000"," 69000"," 75400"," 98800","165700","162000","138800"," 61700"," 95300","124700","238900","136600","178000","181300","142700","143000"," 98000","187500",NA,"125800","192800","152900"
"2002-06-01","280500","112500","179600","127200","154400","105000","111100","120700","135400","118500","218000","152900","182600","268500","103200","140500"," 91600","115900","168900","138000","163800","204200"," 93200","106000"," 90400"," 97200","157300"," 73500","191400"," 88500"," 69200"," 75700"," 98700","165500","162700","139000"," 61900"," 95600","125000","240900","137900","179800","184100","143100","144100"," 98000","188200",NA,"126700","196100","152700"
"2002-07-01","284100","112900","181400","128100","155200","105600","111500","121100","135900","118700","221000","154000","182800","271400","103100","140900"," 91700","116500","170700","138600","164800","204700"," 93400","106500"," 90700"," 97500","157800"," 73800","193200"," 88900"," 69400"," 76100"," 98600","165300","163200","139000"," 62100"," 95700","125300","242900","139100","181700","187100","143400","145000"," 98200","188800",NA,"127600","199600","152500"
"2002-08-01","288000","113400","183200","128900","155900","106300","111800","121500","136300","118900","224200","155200","183100","274400","103100","141500"," 92000","117200","172600","139100","165800","205000"," 93700","107000"," 91000"," 97800","158300"," 74200","195000"," 89200"," 69500"," 76600"," 98500","165200","163800","138800"," 62500"," 95900","125600","245200","140300","183700","190300","143800","145900"," 98900","189400",NA,"128500","203400","152200"
"2002-09-01","292000","113900","185200","129800","156700","107000","112200","121900","136700","119200","227600","156400","183400","277500","103100","142200"," 92300","117900","174600","139600","166800","205400"," 94000","107600"," 91200"," 98100","158900"," 74600","196900"," 89300"," 69600"," 77200"," 98400","165000","164400","138300"," 63200"," 96100","126000","247700","141500","185700","193700","144200","146700","100000","190000",NA,"129400","207400","152000"
"2002-10-01","296300","114400","187200","130900","157300","107700","112600","122300","137000","119600","231000","157600","183800","280800","103300","143000"," 92700","118500","176700","140100","167900","205900"," 94200","108200"," 91400"," 98400","159500"," 75000","198900"," 89500"," 69600"," 77800"," 98500","165000","165200","137800"," 64000"," 96300","126400","250500","142800","187800","197000","144700","147400","101100","190500",NA,"130300","211600","152000"
"2002-11-01","300700","114800","189300","132000","157900","108500","113000","122700","137400","120000","234500","158900","184400","284100","103400","143900"," 93200","119100","178900","140700","169100","206300"," 94500","108800"," 91600"," 98900","160200"," 75400","201000"," 89700"," 69600"," 78500"," 98900","165100","166100","137500"," 65000"," 96700","126800","253400","144000","190000","200400","145300","148400","102200","191000",NA,"131200","216300","152100"
"2002-12-01","305100","115100","191600","133100","158400","109300","113500","123100","137900","120500","238000","160200","184900","287300","103600","144900"," 93600","119600","181200","141500","170400","206800"," 94800","109200"," 91800"," 99500","161000"," 75700","203200"," 89800"," 69700"," 79100"," 99200","165400","167200","137400"," 65900"," 97000","127200","256500","145200","192300","203700","146200","149800","102400","191400",NA,"132200","221100","152300"
"2003-01-01","309300","115300","194000","134300","158900","110200","113900","123600","138400","120900","241200","161400","185500","290300","103900","145700"," 93900","120100","183500","142300","171800","207200"," 95200","109600"," 92100","100000","161800"," 75800","205300"," 89900"," 69700"," 79400"," 99500","165700","168400","137600"," 66700"," 97300","127500","259800","146300","194600","206700","147100","151400","101400","191800",NA,"133200","225800","152700"
"2003-02-01","313500","115400","196600","135600","159400","111000","114300","123900","138900","121200","244300","162600","186200","293100","104200","146500"," 94100","120500","185700","143200","173100","207800"," 95500","109800"," 92200","100600","162600"," 75900","207400"," 90000"," 69800"," 79400"," 99700","166200","169700","138100"," 67500"," 97500","127800","263300","147600","196800","209800","148000","153200"," 99600","192200",NA,"134300","230100","153100"
"2003-03-01","317900","115500","199500","137000","160000","112000","114800","124000","139300","121500","247300","163900","187300","295900","104600","147300"," 94400","120900","187900","144100","174500","208400"," 95800","110100"," 92500","101200","163400"," 76000","209600"," 90200"," 70000"," 79400"," 99800","166700","171000","138400"," 68300"," 97900","128200","267000","149000","199000","213100","148600","155100"," 97800","192800",NA,"135200","234400","153500"
"2003-04-01","322400","115600","202400","138400","160600","113000","115300","124100","139700","121900","250200","165300","188400","298600","105000","147900"," 94500","121400","190200","144900","175800","208900"," 96100","110500"," 92800","101600","164200"," 76300","212000"," 90600"," 70100"," 79500"," 99800","167400","172600","138800"," 69200"," 98500","128600","270800","150400","201300","216700","148500","157000"," 96200","193600",NA,"136200","238600","153900"
"2003-05-01","327100","115800","205300","139900","161400","114100","115700","124300","140100","122400","253200","166800","189700","301100","105300","148500"," 94800","121900","192600","145600","177000","209400"," 96400","110900"," 93200","102000","165000"," 76500","214500"," 91000"," 70200"," 79700"," 99900","168000","174300","139400"," 69900"," 99000","129100","274800","152000","203400","220500","147300","158800"," 95000","194800",NA,"137200","242800","154300"
"2003-06-01","332000","115900","208100","141300","162200","115200","116000","124600","140400","123000","256200","168500","191000","303500","105300","149200"," 95100","122400","195000","146300","178100","209700"," 96800","111300"," 93900","102400","165900"," 76900","217200"," 91500"," 70200"," 79900","100300","168600","176400","140200"," 70600"," 99700","129600","278900","153600","205600","224500","145200","160600"," 94600","196300",NA,"138400","246900","155000"
"2003-07-01","337200","116100","210900","142700","163100","116200","116300","125000","140700","123600","259200","170300","192400","305600","105200","149800"," 95400","122900","197600","146900","179200","210000"," 97100","111700"," 94700","102700","166800"," 77200","220000"," 92000"," 70100"," 80200","100800","169100","178700","141400"," 71000","100500","130200","283400","155400","207800","228500","142800","162500"," 94900","198000",NA,"139800","251000","155900"
"2003-08-01","342700","116400","213600","144100","164000","117300","116600","125500","140800","124100","262200","172200","193800","307700","104900","150600"," 95800","123300","200300","147600","180200","210400"," 97500","112300"," 95600","103000","167800"," 77500","222600"," 92300"," 70000"," 80500","101300","169400","181500","142800"," 71000","101300","130800","288500","157400","210000","232200","140800","164300"," 96000","199800",NA,"141300","255200","157000"
"2003-09-01","348500","116700","216200","145700","165000","118400","117000","126000","141000","124600","265100","174200","195300","309700","104500","151400"," 96200","123800","203000","148200","181100","210800"," 97900","112900"," 96400","103300","168800"," 77900","225200"," 92700"," 69900"," 80800","101800","169500","184800","144400"," 70700","102100","131200","294100","159300","212300","235700","139600","166000"," 97600","201500",NA,"142800","259400","158500"
"2003-10-01","354400","116900","218800","147300","165900","119400","117400","126500","141200","125000","267900","176200","196800","311800","104200","152300"," 96600","124200","205800","148900","182100","211300"," 98200","113400"," 97300","103600","169800"," 78200","227700"," 92900"," 69800"," 81100","102100","169600","188600","146000"," 70200","102800","131500","300000","161200","214500","239000","138900","167500"," 99600","203100",NA,"144100","264000","160100"
"2003-11-01","360400","117300","221300","148900","166800","120200","117800","126900","141500","125500","270600","178300","198300","314000","104000","153200"," 97100","124600","208800","149600","183200","211900"," 98500","114100"," 98100","103900","170600"," 78500","230100"," 93100"," 69800"," 81500","102300","169700","193000","147600"," 69500","103600","131700","306100","162900","216500","242300","138500","168900","101700","204400",NA,"145100","268800","161800"
"2003-12-01","366700","117800","223700","150700","167700","121100","118100","127300","141900","126100","273300","180500","199900","316300","103800","154200"," 97500","125000","211800","150400","184200","212500"," 98800","114700"," 98800","104300","171500"," 78800","232400"," 93400"," 69800"," 81800","102500","169700","197900","149200"," 68900","104200","132000","312400","164500","218400","245600","138400","170300","103800","205400",NA,"146100","273800","163600"
"2004-01-01","373500","118600","226100","152500","168800","122000","118400","127700","142600","127000","276000","182700","201600","318600","103900","155300"," 97900","125200","214900","151400","185400","213000"," 99100","115400"," 99300","104600","172400"," 79100","234700"," 93700"," 69900"," 82300","102700","169700","203100","151000"," 68600","104800","132300","318800","166100","220400","248800","138400","171900","106100","206400",NA,"147100","278800","165400"
"2004-02-01","380700","119500","228300","154500","169800","123000","118800","128100","143400","127900","278900","185100","203300","321000","104000","156600"," 98300","125400","218000","152600","186700","213500"," 99400","116100"," 99800","105000","173400"," 79400","237000"," 94000"," 70100"," 82800","103000","169500","208700","152800"," 68600","105600","132800","325500","167800","222500","251900","138800","173700","108400","207400",NA,"148200","284100","167400"
"2004-03-01","388700","120500","230600","156600","170900","123900","119100","128500","144200","128900","281900","187900","205200","323400","104300","157900"," 98800","125500","221300","153800","188200","214000"," 99800","116800","100300","105400","174600"," 79700","239300"," 94300"," 70200"," 83300","103400","169200","214900","154200"," 68900","106500","133400","332800","169700","224700","255000","139400","175700","110800","208500",NA,"149400","289600","169600"
"2004-04-01","397500","121500","233000","158900","172100","125000","119400","129000","144900","129900","285100","191000","207300","325900","104600","159500"," 99300","125700","225000","155100","189700","214400","100100","117400","100700","105700","176100"," 80000","241600"," 94700"," 70300"," 83700","103900","168800","221700","154900"," 69400","107600","134200","340700","171800","226900","258200","140500","177800","113200","209700",NA,"150900","295300","171900"
"2004-05-01","406900","122200","235500","161300","173300","126100","119800","129600","145400","130700","288600","194500","209500","328500","105000","161300"," 99800","125800","229000","156400","191100","214900","100400","118100","101200","106100","177800"," 80300","243900"," 95000"," 70400"," 84200","104500","168400","229300","154700"," 70100","108700","135200","349300","174000","229200","261400","141800","180000","115500","211000",NA,"152400","301200","174000"
"2004-06-01","416500","122900","238300","164100","174400","127300","120100","130200","145900","131300","292200","198300","211900","331200","105400","163400","100500","126100","233500","157600","192400","215400","100800","118800","101800","106600","179600"," 80500","246300"," 95400"," 70600"," 84700","105200","168100","237700","154000"," 71100","109700","136200","358600","176200","231500","264600","143300","182500","117400","212400",NA,"154200","307500","175900"
"2004-07-01","425900","123500","241400","167100","175500","128500","120400","130800","146400","131900","296000","202500","214500","334100","105700","166000","101200","126400","238300","158800","193600","216000","101200","119400","102400","107000","181700"," 80800","248900"," 95800"," 71200"," 85200","106000","167900","246500","153200"," 72300","110500","137300","368100","178100","233700","267800","144700","185500","118900","213800",NA,"155900","313900","177300"
"2004-08-01","434800","124100","244600","170300","176500","129600","120700","131300","147100","132400","299900","206900","217200","336900","105900","169000","101800","126700","243300","159900","194600","216600","101700","120100","103100","107500","183900"," 81200","251500"," 96300"," 72200"," 85700","106900","167800","255100","152900"," 73300","110900","138200","377700","179600","235600","270800","145800","189300","119900","215300",NA,"157500","320300","178300"
"2004-09-01","443100","124700","248000","173700","177500","130800","121000","131800","148000","132900","303800","211200","220000","339700","106200","172300","102500","127000","248500","160800","195600","217300","102400","120800","103600","107900","186200"," 81600","254100"," 96800"," 74200"," 86200","107900","167900","263100","153000"," 74300","111100","139100","387000","180900","237600","273700","146700","194400","120500","216800",NA,"159100","326800","178600"
"2004-10-01","450800","125400","251400","177100","178600","131900","121300","132300","148800","133400","307600","215500","222900","342400","106400","176000","103200","127400","253800","161500","196500","218000","103000","121500","104100","108400","188500"," 82000","256800"," 97400"," 76800"," 86700","109100","168100","270000","153100"," 75200","111200","140000","396100","182300","239600","276500","147600","200400","120700","218300",NA,"160800","332900","178500"
"2004-11-01","457800","126000","254800","180500","179600","133000","121500","132800","149400","133700","311400","219700","225700","345000","106800","180000","103900","127800","258900","161600","197400","218700","103600","122200","104300","108900","190700"," 82400","259400"," 98300"," 79700"," 87200","110300","168500","275800","152800"," 76300","111500","141000","404800","184100","241700","279300","148600","206100","120600","219900",NA,"162600","338400","177900"
"2004-12-01","464700","126500","258200","184200","180600","134000","121800","133400","149600","134000","315100","223800","228500","347600","107500","184500","104600","128400","263900","161000","198300","219400","103900","123000","104200","109300","193000"," 82600","261900"," 99300"," 82500"," 87900","111400","169000","280800","151600"," 77500","112200","142100","413200","186600","243900","281900","149800","210200","120400","221600",NA,"164500","343200","176600"
"2005-01-01","471300","126900","261400","188000","181500","134900","122100","133900","149500","134100","318900","227900","231200","350200","108300","189200","105300","128900","268700","159600","199200","220200","103800","123800","103800","109500","195300"," 82800","264400","100200"," 84900"," 88500","112300","169700","285300","149800"," 78700","113100","143400","421300","189400","246200","284600","150900","212200","120500","223300",NA,"166500","347600","174400"
"2005-02-01","477700","127300","264500","192100","182300","135800","122300","134300","149500","134200","322500","231900","234000","352600","109100","194200","106100","129500","273300","157800","200200","220900","103200","124600","103500","109600","197800"," 82700","266800","100900"," 86900"," 89300","113000","170500","289500","148000"," 79500","114200","144700","429300","192100","248400","287000","151900","212700","120700","225100",NA,"168400","351900","171300"
"2005-03-01","484200","127600","267600","196600","183100","136700","122500","134800","149600","134500","326200","235700","237000","355000","109900","199800","106900","130000","278000","156100","201200","221600","102200","125500","103400","109300","200700"," 82700","269100","101300"," 88500"," 90100","113500","171400","293500","147000"," 79800","115100","146000","437700","194300","250400","289100","152600","212600","121100","226700","124500","170400","356400","167400"
"2005-04-01","490700","127900","270800","201500","184100","137600","122700","135300","149900","134900","330200","239600","240400","357200","110700","206200","107800","130600","283000","154800","202300","222400","101100","126400","103700","109100","203800"," 82800","271600","101500"," 90100"," 90800","113900","172200","297400","146800"," 79700","115800","147300","446800","196200","252400","291000","153100","212800","121900","228300","121300","172500","360800","163600"
"2005-05-01","496900","128200","273800","206600","185200","138600","123000","135700","150400","135400","334200","243200","244100","358800","111500","213200","108800","131300","288100","154200","203400","223000","100000","127400","104100","109100","207100"," 83100","274000","101700"," 91900"," 91500","113800","173000","300600","147300"," 79400","116100","148600","456200","197800","254100","292600","153700","213300","123100","229900","118200","174400","365000","160400"
"2005-06-01","503000","128500","276800","211800","186300","139700","123300","136000","151100","136100","338200","246600","248100","359900","112200","220900","109700","131900","293300","154200","204300","223600"," 99100","128300","104800","109200","210600"," 83500","276300","102000"," 93800"," 92200","113500","173800","303200","148200"," 79400","116200","150000","465600","199100","255500","293900","154500","213800","124500","231500","117300","176300","369300","158100"
"2005-07-01","508600","128800","279600","217100","187600","140900","123600","136400","151800","136800","342300","249600","252300","360600","112800","228800","110700","132600","298300","154700","205200","224200"," 98600","129300","105700","109400","214500"," 84000","278600","102500"," 95700"," 92900","113100","174600","305400","149300"," 79600","116100","151800","474600","200000","256800","295100","155700","214400","126000","233400","118400","178000","373800","156600"
"2005-08-01","513500","129000","282300","222300","189100","142200","123900","136700","152500","137600","346200","252400","256400","360900","113400","236400","111700","133300","302900","155300","206000","224800"," 98200","130200","106800","109700","218900"," 84400","280700","102900"," 97300"," 93500","112600","175700","307100","150400"," 80000","116200","154100","482800","200600","257800","296000","157000","215100","127300","235700","119700","179500","378100","155800"
"2005-09-01","518000","129200","284900","227200","190600","143400","124100","137000","153200","138400","350100","254800","260500","361000","113900","243300","112600","133900","307000","156000","206700","225400"," 97900","131100","108000","110000","223800"," 84800","282700","103400"," 98500"," 94200","112300","176900","308700","151700"," 80400","116300","157000","490100","201100","258700","296700","158200","216200","128300","238200","120400","180900","382200","155500"
"2005-10-01","522200","129300","287400","231800","192000","144500","124300","137200","153900","139200","353800","256900","264400","360800","114300","249400","113500","134600","310700","156600","207600","226100"," 97800","132000","109100","110300","229200"," 85200","284500","103800"," 99300"," 94900","112100","178200","310200","153200"," 80800","116600","160200","496800","201700","259500","297000","159300","217500","129200","240900","120900","182100","385800","155500"
"2005-11-01","525700","129500","289800","236000","193300","145600","124400","137300","154600","140100","357200","258800","268000","360300","114600","254400","114300","135200","314000","157200","208400","226700"," 97900","132800","110300","110700","234900"," 85600","286000","104100","100000"," 95600","112000","179600","311600","155200"," 81100","116900","163400","503200","201900","260000","296900","160200","218900","130000","243700","121400","183200","388900","155700"
"2005-12-01","528800","129800","291900","240000","194600","146600","124600","137300","155300","140900","360500","260400","271600","359600","114800","258400","115200","135700","317000","157900","209300","227400"," 98400","133700","111600","111100","240300"," 86000","287200","104200","100500"," 96400","111900","181000","312800","157300"," 81300","117400","166400","509400","201800","260400","296500","161000","220700","130800","246200","121200","184200","391600","156200"
"2006-01-01","531600","130000","293900","243700","195700","147600","124700","137200","155900","141800","363400","261700","274900","358700","114900","261600","116000","136200","319700","158500","209900","228100"," 99200","134600","112800","111500","244700"," 86400","288100","104400","101200"," 97100","112000","182400","314100","159400"," 81500","117900","169100","515300","201700","260400","296100","161800","222600","131700","248300","121000","185000","393900","157000"
"2006-02-01","534000","130300","295500","247000","196600","148500","124900","137000","156600","142600","366100","262900","278000","357700","114900","264100","116700","136500","322200","159000","210300","228800","100500","135500","113900","112000","247700"," 86800","288800","104500","102100"," 97600","112200","184000","315300","161500"," 81600","118400","171400","520400","201600","260200","295900","162600","224700","132800","250100","121800","185800","395900","158100"
"2006-03-01","536300","130700","297200","250200","197700","149300","125000","136900","157200","143500","368700","263900","281200","356600","114900","266400","117300","136900","324700","159500","210400","229400","102200","136500","114800","112400","250200"," 87200","289400","104600","103400"," 98100","112300","185800","316700","163600"," 81600","118900","173900","524900","201600","259800","295700","163500","226600","133800","251900","123100","186500","397600","159600"
"2006-04-01","538300","131100","298700","253300","198700","150200","125100","136900","158000","144400","371100","264700","284500","355400","115000","268300","118000","137200","327300","159900","210100","230000","104200","137600","115600","112800","253300"," 87500","289900","104800","104900"," 98600","112500","188000","318100","165700"," 81700","119300","176700","528600","201700","259500","295500","164500","228100","134900","253600","123900","187100","398900","161200"
"2006-05-01","539500","131500","300000","255700","199500","151100","125200","136700","158600","145300","373100","265100","287700","354000","115200","269300","118600","137500","329400","160100","209600","230500","106200","138500","116200","113400","256900"," 87900","290100","105100","106400"," 99000","112700","190500","319000","167700"," 81900","119700","179300","531400","201700","259100","295200","165600","229300","135700","255200","124700","187700","399800","162900"
"2006-06-01","540100","131900","301100","257600","200200","151900","125200","136400","159200","146100","374600","265200","290700","352300","115400","269400","119300","137700","331200","160200","209000","231000","108000","139400","116600","114100","260600"," 88200","290100","105600","107900"," 99500","113000","193200","319100","169700"," 82200","120000","181800","533600","201700","258700","294700","166900","230500","136500","256700","125200","188200","400400","164500"
"2006-07-01","539500","132400","301900","258600","200900","152600","125200","136100","159900","147000","375600","265100","293500","350300","115900","268600","120100","138000","332700","160200","208400","231300","109500","140400","116900","114900","263600"," 88600","289900","106100","109500","100100","113400","196400","318400","171500"," 82400","120300","184000","535400","201600","258200","293900","168200","231700","137100","258300","125100","188700","400800","166000"
"2006-08-01","537500","132900","302500","258900","201500","153300","125100","135900","160500","147800","375900","264900","296000","348100","116400","267200","120700","138400","333700","160200","207700","231600","110500","141300","117100","115900","265200"," 88900","289400","106700","111000","100700","113800","199900","317000","173300"," 82800","120600","185800","536600","201400","257600","292900","169300","232700","137400","259800","125000","189200","400800","167500"
"2006-09-01","534800","133400","303000","258500","202000","153700","125000","135600","161000","148500","375600","264800","298300","345900","116800","265300","121400","138800","334400","160300","207300","231700","111300","142200","117500","116700","265700"," 89200","288900","107200","112200","101500","114200","203300","315100","174900"," 83500","120800","187100","537100","201200","256900","291700","170400","233100","137700","261300","125000","189900","400500","169100"
"2006-10-01","532200","133800","303300","257700","202400","154200","124900","135300","161500","149200","375000","264700","300200","343900","117200","263300","122000","139100","334800","160500","206900","231800","111700","142900","117900","117100","265500"," 89600","288200","107700","113100","102100","114600","206500","312800","176400"," 84100","121000","187900","536900","200900","256200","290500","171300","233200","137900","262700","125400","190500","400100","170500"
"2006-11-01","529500","134300","303400","256400","202800","154500","124800","134900","161900","149800","373900","264600","301800","342000","117400","261300","122500","139400","334800","160700","206600","231800","111900","143400","118400","117100","265000"," 89900","287600","108000","113700","102400","114900","209500","310400","177700"," 84400","121100","188400","535900","200600","255300","289300","172200","233100","138100","264100","126400","191200","399800","171800"
"2006-12-01","526900","134800","303600","254900","203200","155000","124600","134400","162200","150500","372800","264700","303300","340400","117600","259400","122900","139600","334800","160900","206400","231900","111900","143800","118900","116700","264600"," 90200","287100","108300","114300","102400","115100","212400","307900","178900"," 84400","121100","188900","534700","200100","254400","288400","173000","233200","138300","265500","126700","191700","400100","173100"
"2007-01-01","524600","135200","303900","253400","203600","155400","124500","133900","162600","151100","371900","265000","304800","339200","117700","257800","123300","139800","334700","161200","206400","232000","112000","144100","119500","116400","264600"," 90400","286900","108500","114800","102200","115400","215200","305600","179800"," 84200","121000","189200","533600","199700","253500","287700","173700","233600","138500","266800","126800","192100","401000","174300"
"2007-02-01","522000","135500","304200","251600","203700","155900","124400","133200","162800","151600","370900","265200","306000","338400","117800","256300","123800","140000","334400","161600","206200","232000","112100","144300","120100","116200","264900"," 90600","286700","108800","115300","102000","115700","217800","303000","180400"," 84000","121000","189400","532500","199500","252800","287000","174400","234200","138600","268000","127400","192400","402300","175500"
"2007-03-01","518900","135800","304600","249700","203900","156300","124200","132700","163100","152200","370100","265500","307200","337600","117900","254800","124300","140100","334300","161900","206200","232200","112200","144400","120700","116000","265500"," 90700","286500","109200","115400","102000","116100","220600","300300","180900"," 84100","121000","189700","531200","199200","252300","286100","175000","234400","138700","269200","128900","192600","403600","176700"
"2007-04-01","515400","136200","305100","247600","203900","156600","124000","132200","163500","152700","369300","265600","308300","336800","117900","253400","124700","140200","334100","162100","206000","232300","112500","144600","121300","115900","266000"," 90900","286200","109400","115400","102200","116600","223500","297700","181500"," 84300","121000","190200","529700","198700","251800","284800","175500","234500","138800","270100","129900","192600","404400","178000"
"2007-05-01","511500","136600","305200","245300","203600","156900","123800","131400","163600","153100","368200","265300","309000","335900","117900","251900","125100","140200","333300","162100","205500","232500","112700","144600","121900","115900","266200"," 91200","285600","109600","115300","102400","117300","226500","295000","182200"," 84800","121100","190400","528100","198300","251400","283400","176000","234700","138800","270900","130100","192400","404700","179100"
"2007-06-01","507300","137100","305000","242500","203100","157000","123400","130500","163600","153400","366600","264600","309300","334700","117800","250100","125300","140100","332000","162000","204600","232500","112700","144500","122400","115900","266100"," 91500","284600","109700","115200","102500","117900","229500","291900","182800"," 85200","121100","190500","526400","198000","250700","282100","176400","235300","138700","271600","130100","192200","404700","180100"
"2007-07-01","502100","137500","304500","239400","202700","157100","123000","129600","163500","153600","364900","263800","309200","333200","117700","247800","125400","140000","330300","161800","203600","232400","112700","144400","122800","115900","265700"," 91900","283600","109800","115400","102600","118500","232600","288800","183500"," 85300","121100","190500","525000","198000","249900","280400","177000","235800","138600","272200","130700","192000","404500","181000"
"2007-08-01","495800","137900","303900","236000","202200","157200","122500","128600","163300","153800","363100","262700","308700","331700","117500","245200","125400","139800","328300","161600","202700","232100","112600","144100","123100","115700","265200"," 92200","282600","109900","115700","102700","119000","235600","285400","183900"," 85100","121100","190600","523600","198000","249000","278700","177600","236200","138400","272500","131400","191800","403800","181600"
"2007-09-01","489000","138300","303100","232400","201600","157100","122000","127600","163100","154000","361400","261500","307700","330100","117500","242200","125400","139600","325900","161400","201700","231600","112400","143800","123300","115600","264500"," 92500","281400","110100","116100","102700","119400","238200","281800","184100"," 84800","121100","190800","522300","198200","247900","276900","178300","236200","138300","272600","132000","191800","402700","182100"
"2007-10-01","481900","138700","302100","228800","201000","157100","121600","126500","162800","154000","359700","260200","306400","328300","117600","238900","125300","139300","323100","161200","200600","230800","112300","143600","123500","115600","263400"," 92700","280100","110400","116300","102700","119500","240400","277900","184200"," 84400","121000","191000","521100","198300","246700","275200","179100","236100","138400","272800","132400","191900","401400","182500"
"2007-11-01","474600","138900","301000","225100","200300","157000","121100","125400","162300","154100","358000","258700","304800","326200","117700","235400","125100","139100","320100","161100","199300","229700","112200","143400","123600","115600","262100"," 92900","278600","110600","116000","102700","119400","242200","273400","184200"," 84000","120800","191300","519800","198200","245400","273500","179900","236400","138600","273000","132900","192000","399700","182900"
"2007-12-01","466700","138900","299600","221300","199500","156900","120500","124200","161800","154000","356300","257000","303200","323900","117900","231700","125000","138800","317100","161000","197600","228700","112100","143200","123800","115600","260700"," 93300","277000","110900","115600","102800","119100","243500","268000","184200"," 83800","120600","191600","518100","197800","243800","271300","180600","236600","138900","273100","132900","192100","397700","183300"
"2008-01-01","458500","138600","298000","217400","198300","156800","119900","123000","161300","154000","354500","255100","301600","321600","118000","227800","124800","138600","314000","160800","195900","227600","112100","143000","124000","115600","259400"," 93700","275200","111100","115000","102800","118900","244500","262100","184300"," 83800","120200","191800","515700","196800","242300","268800","181100","236500","139300","273200","132900","192300","395400","183800"
"2008-02-01","449500","138100","296200","213400","197000","156500","119300","121700","160500","153900","352500","253100","300000","319200","117900","223600","124700","138400","311000","160600","194000","226500","112000","142900","124200","115700","258100"," 94200","273400","111300","114500","102800","118700","245100","255900","184500"," 83800","119900","191700","512800","195200","240800","266100","181500","236400","139700","273300","133500","192300","393000","184300"
"2008-03-01","439500","137500","294400","209300","195700","156300","118700","120500","159800","153800","350600","251100","298500","316700","117900","219400","124700","138200","308500","160300","192400","225600","111900","142600","124300","115700","257000"," 94700","271800","111600","113900","102800","118500","245700","249900","184600"," 83900","119400","191700","509200","193100","239400","263100","181900","236000","139900","273400","134200","192100","390400","184900"
"2008-04-01","428500","136800","292400","205200","194500","156000","118100","119300","159000","153700","348600","249000","296900","314100","117800","215400","124600","138000","306100","159800","191100","224700","111900","142300","124400","115700","256000"," 95000","270400","111800","113200","102800","118300","246100","244300","184600"," 83900","119000","191400","505100","190700","238100","260100","182100","235300","139800","273400","134400","191600","387600","185100"
